법정코드,시,구,동
4677037028,전라남도,고흥군,점암면
4677037029,전라남도,고흥군,점암면
4677037030,전라남도,고흥군,점암면
4677037031,전라남도,고흥군,점암면
4677038000,전라남도,고흥군,과역면
4677038021,전라남도,고흥군,과역면
4677038022,전라남도,고흥군,과역면
4677038023,전라남도,고흥군,과역면
4677038024,전라남도,고흥군,과역면
4677038025,전라남도,고흥군,과역면
4677038026,전라남도,고흥군,과역면
4677038027,전라남도,고흥군,과역면
4677038028,전라남도,고흥군,과역면
4677039000,전라남도,고흥군,남양면
4677039021,전라남도,고흥군,남양면
4677039022,전라남도,고흥군,남양면
4677039023,전라남도,고흥군,남양면
4677039024,전라남도,고흥군,남양면
4677039025,전라남도,고흥군,남양면
4677039026,전라남도,고흥군,남양면
4677039027,전라남도,고흥군,남양면
4677039028,전라남도,고흥군,남양면
4677040000,전라남도,고흥군,동강면
4677040021,전라남도,고흥군,동강면
4677040022,전라남도,고흥군,동강면
4677040023,전라남도,고흥군,동강면
4677040024,전라남도,고흥군,동강면
4677040025,전라남도,고흥군,동강면
4677040026,전라남도,고흥군,동강면
4677040027,전라남도,고흥군,동강면
4677040028,전라남도,고흥군,동강면
4677040029,전라남도,고흥군,동강면
4677040030,전라남도,고흥군,동강면
4677041000,전라남도,고흥군,대서면
4677041021,전라남도,고흥군,대서면
4677041022,전라남도,고흥군,대서면
4677041023,전라남도,고흥군,대서면
4677041024,전라남도,고흥군,대서면
4677041025,전라남도,고흥군,대서면
4677041026,전라남도,고흥군,대서면
4677041027,전라남도,고흥군,대서면
4677042000,전라남도,고흥군,두원면
4677042021,전라남도,고흥군,두원면
4677042022,전라남도,고흥군,두원면
4677042023,전라남도,고흥군,두원면
4677042024,전라남도,고흥군,두원면
4677042025,전라남도,고흥군,두원면
4677042026,전라남도,고흥군,두원면
4677042027,전라남도,고흥군,두원면
4677042028,전라남도,고흥군,두원면
4677042029,전라남도,고흥군,두원면
4677042030,전라남도,고흥군,두원면
4677042031,전라남도,고흥군,두원면
4677042032,전라남도,고흥군,두원면
4677042033,전라남도,고흥군,두원면
4677044000,전라남도,고흥군,영남면
4677044021,전라남도,고흥군,영남면
4677044022,전라남도,고흥군,영남면
4677044023,전라남도,고흥군,영남면
4677044024,전라남도,고흥군,영남면
4677045000,전라남도,고흥군,동일면
4677045021,전라남도,고흥군,동일면
4677045022,전라남도,고흥군,동일면
4677045023,전라남도,고흥군,동일면
4678025000,전라남도,보성군,보성읍
4678025021,전라남도,보성군,보성읍
4678025022,전라남도,보성군,보성읍
4678025023,전라남도,보성군,보성읍
4678025024,전라남도,보성군,보성읍
4678025025,전라남도,보성군,보성읍
4678025026,전라남도,보성군,보성읍
4678025027,전라남도,보성군,보성읍
4678025028,전라남도,보성군,보성읍
4678025029,전라남도,보성군,보성읍
4678025030,전라남도,보성군,보성읍
4678025300,전라남도,보성군,벌교읍
4678025321,전라남도,보성군,벌교읍
4678025322,전라남도,보성군,벌교읍
4678025323,전라남도,보성군,벌교읍
4678025324,전라남도,보성군,벌교읍
4678025325,전라남도,보성군,벌교읍
4678025326,전라남도,보성군,벌교읍
4678025327,전라남도,보성군,벌교읍
4678025329,전라남도,보성군,벌교읍
4678025330,전라남도,보성군,벌교읍
4678025331,전라남도,보성군,벌교읍
4678025332,전라남도,보성군,벌교읍
4678025333,전라남도,보성군,벌교읍
4678025334,전라남도,보성군,벌교읍
4678025335,전라남도,보성군,벌교읍
4678025336,전라남도,보성군,벌교읍
4678025337,전라남도,보성군,벌교읍
4678025338,전라남도,보성군,벌교읍
4678025339,전라남도,보성군,벌교읍
4678025340,전라남도,보성군,벌교읍
4678025341,전라남도,보성군,벌교읍
4678025342,전라남도,보성군,벌교읍
4678031000,전라남도,보성군,노동면
4678031021,전라남도,보성군,노동면
4678031022,전라남도,보성군,노동면
4678031023,전라남도,보성군,노동면
4678031024,전라남도,보성군,노동면
4678031025,전라남도,보성군,노동면
4678031026,전라남도,보성군,노동면
4678031027,전라남도,보성군,노동면
4678031028,전라남도,보성군,노동면
4678031029,전라남도,보성군,노동면
4678031030,전라남도,보성군,노동면
4678032000,전라남도,보성군,미력면
4678032021,전라남도,보성군,미력면
4678032022,전라남도,보성군,미력면
4678032023,전라남도,보성군,미력면
4678032024,전라남도,보성군,미력면
4678032025,전라남도,보성군,미력면
4678032026,전라남도,보성군,미력면
4678032027,전라남도,보성군,미력면
4678033000,전라남도,보성군,겸백면
4678033021,전라남도,보성군,겸백면
4678033022,전라남도,보성군,겸백면
4678033023,전라남도,보성군,겸백면
4678033024,전라남도,보성군,겸백면
4678033025,전라남도,보성군,겸백면
4678033026,전라남도,보성군,겸백면
4678033027,전라남도,보성군,겸백면
4678033028,전라남도,보성군,겸백면
4678033029,전라남도,보성군,겸백면
4678034000,전라남도,보성군,율어면
4678034021,전라남도,보성군,율어면
4678034022,전라남도,보성군,율어면
4678034023,전라남도,보성군,율어면
4678034024,전라남도,보성군,율어면
4678034025,전라남도,보성군,율어면
4678034026,전라남도,보성군,율어면
4678034027,전라남도,보성군,율어면
4678034028,전라남도,보성군,율어면
4678034029,전라남도,보성군,율어면
4678035000,전라남도,보성군,복내면
4678035021,전라남도,보성군,복내면
4678035022,전라남도,보성군,복내면
4678035023,전라남도,보성군,복내면
4678035024,전라남도,보성군,복내면
4678035025,전라남도,보성군,복내면
4678035026,전라남도,보성군,복내면
4678035027,전라남도,보성군,복내면
4678035028,전라남도,보성군,복내면
4678035029,전라남도,보성군,복내면
4678035030,전라남도,보성군,복내면
4678035031,전라남도,보성군,복내면
4678035032,전라남도,보성군,복내면
4678036000,전라남도,보성군,문덕면
4678036021,전라남도,보성군,문덕면
4678036022,전라남도,보성군,문덕면
4678036023,전라남도,보성군,문덕면
4678036024,전라남도,보성군,문덕면
4678036025,전라남도,보성군,문덕면
4678036026,전라남도,보성군,문덕면
4678036027,전라남도,보성군,문덕면
4678036028,전라남도,보성군,문덕면
4678036029,전라남도,보성군,문덕면
4678037000,전라남도,보성군,조성면
4678037021,전라남도,보성군,조성면
4678037022,전라남도,보성군,조성면
4678037023,전라남도,보성군,조성면
4678037024,전라남도,보성군,조성면
4678037025,전라남도,보성군,조성면
4678037026,전라남도,보성군,조성면
4678037027,전라남도,보성군,조성면
4678037028,전라남도,보성군,조성면
4678037029,전라남도,보성군,조성면
4678037030,전라남도,보성군,조성면
4678037031,전라남도,보성군,조성면
4678037032,전라남도,보성군,조성면
4678038000,전라남도,보성군,득량면
4678038021,전라남도,보성군,득량면
4678038022,전라남도,보성군,득량면
4678038023,전라남도,보성군,득량면
4678038024,전라남도,보성군,득량면
4678038025,전라남도,보성군,득량면
4678038026,전라남도,보성군,득량면
4678038027,전라남도,보성군,득량면
4678038028,전라남도,보성군,득량면
4678038029,전라남도,보성군,득량면
4678039000,전라남도,보성군,회천면
4678039021,전라남도,보성군,회천면
4678039022,전라남도,보성군,회천면
4678039023,전라남도,보성군,회천면
4678039024,전라남도,보성군,회천면
4678039025,전라남도,보성군,회천면
4678039026,전라남도,보성군,회천면
4678039027,전라남도,보성군,회천면
4678039028,전라남도,보성군,회천면
4678039029,전라남도,보성군,회천면
4678039030,전라남도,보성군,회천면
4678039031,전라남도,보성군,회천면
4678039032,전라남도,보성군,회천면
4678040000,전라남도,보성군,웅치면
4678040021,전라남도,보성군,웅치면
4678040022,전라남도,보성군,웅치면
4678040023,전라남도,보성군,웅치면
4678040024,전라남도,보성군,웅치면
4678040025,전라남도,보성군,웅치면
4678040026,전라남도,보성군,웅치면
4679025000,전라남도,화순군,화순읍
4679025021,전라남도,화순군,화순읍
4679025022,전라남도,화순군,화순읍
4679025023,전라남도,화순군,화순읍
4679025024,전라남도,화순군,화순읍
4679025025,전라남도,화순군,화순읍
4679025026,전라남도,화순군,화순읍
4679025027,전라남도,화순군,화순읍
4679025028,전라남도,화순군,화순읍
4679025029,전라남도,화순군,화순읍
4679025030,전라남도,화순군,화순읍
4679025031,전라남도,화순군,화순읍
4679025032,전라남도,화순군,화순읍
4679025033,전라남도,화순군,화순읍
4679025034,전라남도,화순군,화순읍
4679025035,전라남도,화순군,화순읍
4679025036,전라남도,화순군,화순읍
4679025037,전라남도,화순군,화순읍
4679025038,전라남도,화순군,화순읍
4679025039,전라남도,화순군,화순읍
4679025040,전라남도,화순군,화순읍
4679025041,전라남도,화순군,화순읍
4679025042,전라남도,화순군,화순읍
4679025043,전라남도,화순군,화순읍
4679025044,전라남도,화순군,화순읍
4679025045,전라남도,화순군,화순읍
4679031000,전라남도,화순군,한천면
4679031021,전라남도,화순군,한천면
4679031022,전라남도,화순군,한천면
4679031023,전라남도,화순군,한천면
4679031024,전라남도,화순군,한천면
4679031025,전라남도,화순군,한천면
4679031026,전라남도,화순군,한천면
4679031027,전라남도,화순군,한천면
4679031028,전라남도,화순군,한천면
4679031029,전라남도,화순군,한천면
4679031030,전라남도,화순군,한천면
4679031031,전라남도,화순군,한천면
4679032000,전라남도,화순군,춘양면
4679032021,전라남도,화순군,춘양면
4679032022,전라남도,화순군,춘양면
4679032023,전라남도,화순군,춘양면
4679032024,전라남도,화순군,춘양면
4679032025,전라남도,화순군,춘양면
4679032026,전라남도,화순군,춘양면
4679032027,전라남도,화순군,춘양면
4679032028,전라남도,화순군,춘양면
4679032029,전라남도,화순군,춘양면
4679032030,전라남도,화순군,춘양면
4679032031,전라남도,화순군,춘양면
4679032032,전라남도,화순군,춘양면
4679032033,전라남도,화순군,춘양면
4679032034,전라남도,화순군,춘양면
4679033000,전라남도,화순군,청풍면
4679033021,전라남도,화순군,청풍면
4679033022,전라남도,화순군,청풍면
4679033023,전라남도,화순군,청풍면
4679033024,전라남도,화순군,청풍면
4679033025,전라남도,화순군,청풍면
4679033026,전라남도,화순군,청풍면
4679033027,전라남도,화순군,청풍면
4679033028,전라남도,화순군,청풍면
4679033029,전라남도,화순군,청풍면
4679033030,전라남도,화순군,청풍면
4679033031,전라남도,화순군,청풍면
4679034000,전라남도,화순군,이양면
4679034021,전라남도,화순군,이양면
4679034022,전라남도,화순군,이양면
4679034023,전라남도,화순군,이양면
4679034024,전라남도,화순군,이양면
4679034025,전라남도,화순군,이양면
4679034026,전라남도,화순군,이양면
4679034027,전라남도,화순군,이양면
4679034028,전라남도,화순군,이양면
4679034029,전라남도,화순군,이양면
4679034030,전라남도,화순군,이양면
4679034031,전라남도,화순군,이양면
4679034032,전라남도,화순군,이양면
4679034033,전라남도,화순군,이양면
4679034034,전라남도,화순군,이양면
4679034035,전라남도,화순군,이양면
4679034036,전라남도,화순군,이양면
4679034037,전라남도,화순군,이양면
4679035000,전라남도,화순군,능주면
4679035021,전라남도,화순군,능주면
4679035022,전라남도,화순군,능주면
4679035023,전라남도,화순군,능주면
4679035024,전라남도,화순군,능주면
4679035025,전라남도,화순군,능주면
4679035026,전라남도,화순군,능주면
4679035027,전라남도,화순군,능주면
4679035028,전라남도,화순군,능주면
4679035029,전라남도,화순군,능주면
4679035030,전라남도,화순군,능주면
4679035031,전라남도,화순군,능주면
4679035032,전라남도,화순군,능주면
4679036000,전라남도,화순군,도곡면
4679036021,전라남도,화순군,도곡면
4679036022,전라남도,화순군,도곡면
4679036023,전라남도,화순군,도곡면
4679036024,전라남도,화순군,도곡면
4679036025,전라남도,화순군,도곡면
4679036026,전라남도,화순군,도곡면
4679036027,전라남도,화순군,도곡면
4679036028,전라남도,화순군,도곡면
4679036029,전라남도,화순군,도곡면
4679036030,전라남도,화순군,도곡면
4679036031,전라남도,화순군,도곡면
4679036032,전라남도,화순군,도곡면
4679037000,전라남도,화순군,도암면
4679037021,전라남도,화순군,도암면
4679037022,전라남도,화순군,도암면
4679037023,전라남도,화순군,도암면
4679037024,전라남도,화순군,도암면
4679037025,전라남도,화순군,도암면
4679037026,전라남도,화순군,도암면
4679037027,전라남도,화순군,도암면
4679037028,전라남도,화순군,도암면
4679037029,전라남도,화순군,도암면
4679037030,전라남도,화순군,도암면
4679037031,전라남도,화순군,도암면
4679037032,전라남도,화순군,도암면
4679037033,전라남도,화순군,도암면
4679037034,전라남도,화순군,도암면
4679037035,전라남도,화순군,도암면
4679038000,전라남도,화순군,이서면
4679038021,전라남도,화순군,이서면
4679038022,전라남도,화순군,이서면
4679038023,전라남도,화순군,이서면
4679038024,전라남도,화순군,이서면
4679038025,전라남도,화순군,이서면
4679038026,전라남도,화순군,이서면
4679038027,전라남도,화순군,이서면
4679038028,전라남도,화순군,이서면
4679038029,전라남도,화순군,이서면
4679038030,전라남도,화순군,이서면
4679038031,전라남도,화순군,이서면
4679038032,전라남도,화순군,이서면
4679039500,전라남도,화순군,백아면
4679039521,전라남도,화순군,백아면
4679039522,전라남도,화순군,백아면
4679039523,전라남도,화순군,백아면
4679039524,전라남도,화순군,백아면
4679039525,전라남도,화순군,백아면
4679039526,전라남도,화순군,백아면
4679039527,전라남도,화순군,백아면
4679039528,전라남도,화순군,백아면
4679039529,전라남도,화순군,백아면
4679039530,전라남도,화순군,백아면
4679039531,전라남도,화순군,백아면
4679039532,전라남도,화순군,백아면
4679039533,전라남도,화순군,백아면
4679039534,전라남도,화순군,백아면
4679039535,전라남도,화순군,백아면
4679039536,전라남도,화순군,백아면
4679040000,전라남도,화순군,동복면
4679040021,전라남도,화순군,동복면
4679040022,전라남도,화순군,동복면
4679040023,전라남도,화순군,동복면
4679040024,전라남도,화순군,동복면
4679040025,전라남도,화순군,동복면
4679040026,전라남도,화순군,동복면
4679040027,전라남도,화순군,동복면
4679040028,전라남도,화순군,동복면
4679040029,전라남도,화순군,동복면
4679040030,전라남도,화순군,동복면
4679040031,전라남도,화순군,동복면
4679040032,전라남도,화순군,동복면
4679041500,전라남도,화순군,사평면
4679041521,전라남도,화순군,사평면
4679041522,전라남도,화순군,사평면
4679041523,전라남도,화순군,사평면
4679041524,전라남도,화순군,사평면
4679041525,전라남도,화순군,사평면
4679041526,전라남도,화순군,사평면
4679041527,전라남도,화순군,사평면
4679041528,전라남도,화순군,사평면
4679041529,전라남도,화순군,사평면
4679041530,전라남도,화순군,사평면
4679041531,전라남도,화순군,사평면
4679041532,전라남도,화순군,사평면
4679041533,전라남도,화순군,사평면
4679041534,전라남도,화순군,사평면
4679041535,전라남도,화순군,사평면
4679041536,전라남도,화순군,사평면
4679042000,전라남도,화순군,동면
4679042021,전라남도,화순군,동면
4679042022,전라남도,화순군,동면
4679042023,전라남도,화순군,동면
4679042024,전라남도,화순군,동면
4679042025,전라남도,화순군,동면
4679042026,전라남도,화순군,동면
4679042027,전라남도,화순군,동면
4679042028,전라남도,화순군,동면
4679042029,전라남도,화순군,동면
4679042030,전라남도,화순군,동면
4679042031,전라남도,화순군,동면
4679042032,전라남도,화순군,동면
4679042033,전라남도,화순군,동면
4679042034,전라남도,화순군,동면
4679042035,전라남도,화순군,동면
4680025000,전라남도,장흥군,장흥읍
4680025021,전라남도,장흥군,장흥읍
4680025022,전라남도,장흥군,장흥읍
4680025023,전라남도,장흥군,장흥읍
4680025024,전라남도,장흥군,장흥읍
4680025025,전라남도,장흥군,장흥읍
4680025026,전라남도,장흥군,장흥읍
4680025027,전라남도,장흥군,장흥읍
4680025028,전라남도,장흥군,장흥읍
4680025029,전라남도,장흥군,장흥읍
4680025030,전라남도,장흥군,장흥읍
4680025031,전라남도,장흥군,장흥읍
4680025032,전라남도,장흥군,장흥읍
4680025033,전라남도,장흥군,장흥읍
4680025034,전라남도,장흥군,장흥읍
4680025035,전라남도,장흥군,장흥읍
4680025037,전라남도,장흥군,장흥읍
4680025038,전라남도,장흥군,장흥읍
4680025039,전라남도,장흥군,장흥읍
4680025040,전라남도,장흥군,장흥읍
4680025041,전라남도,장흥군,장흥읍
4680025042,전라남도,장흥군,장흥읍
4680025043,전라남도,장흥군,장흥읍
4680025044,전라남도,장흥군,장흥읍
4680025045,전라남도,장흥군,장흥읍
4680025046,전라남도,장흥군,장흥읍
4680025047,전라남도,장흥군,장흥읍
4680025048,전라남도,장흥군,장흥읍
4680025300,전라남도,장흥군,관산읍
4680025321,전라남도,장흥군,관산읍
4680025322,전라남도,장흥군,관산읍
4680025323,전라남도,장흥군,관산읍
4680025324,전라남도,장흥군,관산읍
4680025325,전라남도,장흥군,관산읍
4680025326,전라남도,장흥군,관산읍
4680025327,전라남도,장흥군,관산읍
4680025328,전라남도,장흥군,관산읍
4680025329,전라남도,장흥군,관산읍
4680025330,전라남도,장흥군,관산읍
4680025331,전라남도,장흥군,관산읍
4680025332,전라남도,장흥군,관산읍
4680025333,전라남도,장흥군,관산읍
4680025334,전라남도,장흥군,관산읍
4680025335,전라남도,장흥군,관산읍
4680025336,전라남도,장흥군,관산읍
4680025600,전라남도,장흥군,대덕읍
4680025621,전라남도,장흥군,대덕읍
4680025622,전라남도,장흥군,대덕읍
4680025623,전라남도,장흥군,대덕읍
4680025624,전라남도,장흥군,대덕읍
4680025625,전라남도,장흥군,대덕읍
4680025626,전라남도,장흥군,대덕읍
4680025627,전라남도,장흥군,대덕읍
4680025628,전라남도,장흥군,대덕읍
4680025629,전라남도,장흥군,대덕읍
4680031000,전라남도,장흥군,용산면
4680031021,전라남도,장흥군,용산면
4680031022,전라남도,장흥군,용산면
4680031023,전라남도,장흥군,용산면
4680031024,전라남도,장흥군,용산면
4680031025,전라남도,장흥군,용산면
4680031026,전라남도,장흥군,용산면
4680031027,전라남도,장흥군,용산면
4680031029,전라남도,장흥군,용산면
4680031030,전라남도,장흥군,용산면
4680031031,전라남도,장흥군,용산면
4680031032,전라남도,장흥군,용산면
4680031033,전라남도,장흥군,용산면
4680031034,전라남도,장흥군,용산면
4680031035,전라남도,장흥군,용산면
4680032000,전라남도,장흥군,안양면
4680032021,전라남도,장흥군,안양면
4680032022,전라남도,장흥군,안양면
4680032023,전라남도,장흥군,안양면
4680032024,전라남도,장흥군,안양면
4680032025,전라남도,장흥군,안양면
4680032026,전라남도,장흥군,안양면
4680032027,전라남도,장흥군,안양면
4680032028,전라남도,장흥군,안양면
4680032029,전라남도,장흥군,안양면
4680032030,전라남도,장흥군,안양면
4680032031,전라남도,장흥군,안양면
4680032032,전라남도,장흥군,안양면
4680032033,전라남도,장흥군,안양면
4680033000,전라남도,장흥군,장동면
4680033021,전라남도,장흥군,장동면
4680033022,전라남도,장흥군,장동면
4680033023,전라남도,장흥군,장동면
4680033024,전라남도,장흥군,장동면
4680033025,전라남도,장흥군,장동면
4680033026,전라남도,장흥군,장동면
4680033027,전라남도,장흥군,장동면
4680033028,전라남도,장흥군,장동면
4680034000,전라남도,장흥군,장평면
4680034021,전라남도,장흥군,장평면
4680034022,전라남도,장흥군,장평면
4680034023,전라남도,장흥군,장평면
4680034024,전라남도,장흥군,장평면
4680034025,전라남도,장흥군,장평면
4680034026,전라남도,장흥군,장평면
4680034027,전라남도,장흥군,장평면
4680034028,전라남도,장흥군,장평면
4680034029,전라남도,장흥군,장평면
4680034030,전라남도,장흥군,장평면
4680034031,전라남도,장흥군,장평면
4680034032,전라남도,장흥군,장평면
4680034033,전라남도,장흥군,장평면
4680034034,전라남도,장흥군,장평면
4680034035,전라남도,장흥군,장평면
4680034036,전라남도,장흥군,장평면
4680034037,전라남도,장흥군,장평면
4680034038,전라남도,장흥군,장평면
4680034039,전라남도,장흥군,장평면
4680035000,전라남도,장흥군,유치면
4680035021,전라남도,장흥군,유치면
4680035022,전라남도,장흥군,유치면
4680035023,전라남도,장흥군,유치면
4680035024,전라남도,장흥군,유치면
4680035025,전라남도,장흥군,유치면
4680035026,전라남도,장흥군,유치면
4680035027,전라남도,장흥군,유치면
4680035028,전라남도,장흥군,유치면
4680035029,전라남도,장흥군,유치면
4680035030,전라남도,장흥군,유치면
4680035031,전라남도,장흥군,유치면
4680035032,전라남도,장흥군,유치면
4680035033,전라남도,장흥군,유치면
4680035034,전라남도,장흥군,유치면
4680035035,전라남도,장흥군,유치면
4680035036,전라남도,장흥군,유치면
4680036000,전라남도,장흥군,부산면
4680036021,전라남도,장흥군,부산면
4680036022,전라남도,장흥군,부산면
4680036023,전라남도,장흥군,부산면
4680036024,전라남도,장흥군,부산면
4680036025,전라남도,장흥군,부산면
4680036026,전라남도,장흥군,부산면
4680036027,전라남도,장흥군,부산면
4680036028,전라남도,장흥군,부산면
4680036029,전라남도,장흥군,부산면
4680037000,전라남도,장흥군,회진면
4680037021,전라남도,장흥군,회진면
4680037022,전라남도,장흥군,회진면
4680037023,전라남도,장흥군,회진면
4680037024,전라남도,장흥군,회진면
4680037025,전라남도,장흥군,회진면
4681025000,전라남도,강진군,강진읍
4681025021,전라남도,강진군,강진읍
4681025022,전라남도,강진군,강진읍
4681025023,전라남도,강진군,강진읍
4681025024,전라남도,강진군,강진읍
4681025025,전라남도,강진군,강진읍
4681025026,전라남도,강진군,강진읍
4681025027,전라남도,강진군,강진읍
4681025028,전라남도,강진군,강진읍
4681025029,전라남도,강진군,강진읍
4681025030,전라남도,강진군,강진읍
4681025031,전라남도,강진군,강진읍
4681025032,전라남도,강진군,강진읍
4681025033,전라남도,강진군,강진읍
4681025034,전라남도,강진군,강진읍
4681025035,전라남도,강진군,강진읍
4681031000,전라남도,강진군,군동면
4681031021,전라남도,강진군,군동면
4681031022,전라남도,강진군,군동면
4681031023,전라남도,강진군,군동면
4681031024,전라남도,강진군,군동면
4681031025,전라남도,강진군,군동면
4681031026,전라남도,강진군,군동면
4681031027,전라남도,강진군,군동면
4681031028,전라남도,강진군,군동면
4681031029,전라남도,강진군,군동면
4681031030,전라남도,강진군,군동면
4681031031,전라남도,강진군,군동면
4681031032,전라남도,강진군,군동면
4681031033,전라남도,강진군,군동면
4681032000,전라남도,강진군,칠량면
4681032021,전라남도,강진군,칠량면
4681032022,전라남도,강진군,칠량면
4681032023,전라남도,강진군,칠량면
4681032024,전라남도,강진군,칠량면
4681032025,전라남도,강진군,칠량면
4681032026,전라남도,강진군,칠량면
4681032027,전라남도,강진군,칠량면
4681032028,전라남도,강진군,칠량면
4681032029,전라남도,강진군,칠량면
4681032030,전라남도,강진군,칠량면
4681032031,전라남도,강진군,칠량면
4681032032,전라남도,강진군,칠량면
4681033000,전라남도,강진군,대구면
4681033021,전라남도,강진군,대구면
4681033022,전라남도,강진군,대구면
4681033023,전라남도,강진군,대구면
4681033024,전라남도,강진군,대구면
4681033029,전라남도,강진군,대구면
4681033030,전라남도,강진군,대구면
4681034000,전라남도,강진군,도암면
4681034021,전라남도,강진군,도암면
4681034022,전라남도,강진군,도암면
4681034023,전라남도,강진군,도암면
4681034024,전라남도,강진군,도암면
4681034025,전라남도,강진군,도암면
4681034026,전라남도,강진군,도암면
4681034027,전라남도,강진군,도암면
4681034028,전라남도,강진군,도암면
4681034029,전라남도,강진군,도암면
4681034030,전라남도,강진군,도암면
4681034031,전라남도,강진군,도암면
4681034032,전라남도,강진군,도암면
4681035000,전라남도,강진군,신전면
4681035021,전라남도,강진군,신전면
4681035022,전라남도,강진군,신전면
4681035023,전라남도,강진군,신전면
4681035024,전라남도,강진군,신전면
4681035025,전라남도,강진군,신전면
4681035026,전라남도,강진군,신전면
4681035027,전라남도,강진군,신전면
4681036000,전라남도,강진군,성전면
4681036021,전라남도,강진군,성전면
4681036022,전라남도,강진군,성전면
4681036023,전라남도,강진군,성전면
4681036024,전라남도,강진군,성전면
4681036025,전라남도,강진군,성전면
4681036026,전라남도,강진군,성전면
4681036027,전라남도,강진군,성전면
4681036028,전라남도,강진군,성전면
4681036029,전라남도,강진군,성전면
4681036030,전라남도,강진군,성전면
4681036031,전라남도,강진군,성전면
4681037000,전라남도,강진군,작천면
4681037021,전라남도,강진군,작천면
4681037022,전라남도,강진군,작천면
4681037023,전라남도,강진군,작천면
4681037024,전라남도,강진군,작천면
4681037025,전라남도,강진군,작천면
4681037026,전라남도,강진군,작천면
4681037027,전라남도,강진군,작천면
4681037028,전라남도,강진군,작천면
4681037029,전라남도,강진군,작천면
4681037030,전라남도,강진군,작천면
4681037031,전라남도,강진군,작천면
4681037032,전라남도,강진군,작천면
4681038000,전라남도,강진군,병영면
4681038021,전라남도,강진군,병영면
4681038022,전라남도,강진군,병영면
4681038023,전라남도,강진군,병영면
4681038024,전라남도,강진군,병영면
4681038025,전라남도,강진군,병영면
4681038026,전라남도,강진군,병영면
4681038027,전라남도,강진군,병영면
4681038028,전라남도,강진군,병영면
4681038029,전라남도,강진군,병영면
4681038030,전라남도,강진군,병영면
4681038031,전라남도,강진군,병영면
4681038032,전라남도,강진군,병영면
4681039000,전라남도,강진군,옴천면
4681039021,전라남도,강진군,옴천면
4681039022,전라남도,강진군,옴천면
4681039023,전라남도,강진군,옴천면
4681039024,전라남도,강진군,옴천면
4681039025,전라남도,강진군,옴천면
4681039026,전라남도,강진군,옴천면
4681039027,전라남도,강진군,옴천면
4681040000,전라남도,강진군,마량면
4681040021,전라남도,강진군,마량면
4681040022,전라남도,강진군,마량면
4681040023,전라남도,강진군,마량면
4681040024,전라남도,강진군,마량면
4681040025,전라남도,강진군,마량면
4682025000,전라남도,해남군,해남읍
4682025021,전라남도,해남군,해남읍
4682025022,전라남도,해남군,해남읍
4682025023,전라남도,해남군,해남읍
4682025024,전라남도,해남군,해남읍
4682025025,전라남도,해남군,해남읍
4682025026,전라남도,해남군,해남읍
4682025027,전라남도,해남군,해남읍
4682025028,전라남도,해남군,해남읍
4682025029,전라남도,해남군,해남읍
4682025030,전라남도,해남군,해남읍
4682025031,전라남도,해남군,해남읍
4682025032,전라남도,해남군,해남읍
4682025033,전라남도,해남군,해남읍
4682025034,전라남도,해남군,해남읍
4682025035,전라남도,해남군,해남읍
4682025036,전라남도,해남군,해남읍
4682025037,전라남도,해남군,해남읍
4682025038,전라남도,해남군,해남읍
4682031000,전라남도,해남군,삼산면
4682031021,전라남도,해남군,삼산면
4682031022,전라남도,해남군,삼산면
4682031023,전라남도,해남군,삼산면
4682031024,전라남도,해남군,삼산면
4682031025,전라남도,해남군,삼산면
4682031026,전라남도,해남군,삼산면
4682031027,전라남도,해남군,삼산면
4682031028,전라남도,해남군,삼산면
4682031029,전라남도,해남군,삼산면
4682032000,전라남도,해남군,화산면
4682032021,전라남도,해남군,화산면
4682032022,전라남도,해남군,화산면
4682032023,전라남도,해남군,화산면
4682032024,전라남도,해남군,화산면
4682032025,전라남도,해남군,화산면
4682032026,전라남도,해남군,화산면
4682032027,전라남도,해남군,화산면
4682032028,전라남도,해남군,화산면
4682032029,전라남도,해남군,화산면
4682032030,전라남도,해남군,화산면
4682032031,전라남도,해남군,화산면
4682032032,전라남도,해남군,화산면
4682032033,전라남도,해남군,화산면
4682032034,전라남도,해남군,화산면
4682032035,전라남도,해남군,화산면
4682033000,전라남도,해남군,현산면
4682033021,전라남도,해남군,현산면
4682033022,전라남도,해남군,현산면
4682033023,전라남도,해남군,현산면
4682033024,전라남도,해남군,현산면
4682033025,전라남도,해남군,현산면
4682033026,전라남도,해남군,현산면
4682033027,전라남도,해남군,현산면
4682033028,전라남도,해남군,현산면
4682033029,전라남도,해남군,현산면
4682033030,전라남도,해남군,현산면
4682033031,전라남도,해남군,현산면
4682033032,전라남도,해남군,현산면
4682034000,전라남도,해남군,송지면
4682034021,전라남도,해남군,송지면
4682034022,전라남도,해남군,송지면
4682034023,전라남도,해남군,송지면
4682034024,전라남도,해남군,송지면
4682034025,전라남도,해남군,송지면
4682034026,전라남도,해남군,송지면
4682034027,전라남도,해남군,송지면
4682034028,전라남도,해남군,송지면
4682034029,전라남도,해남군,송지면
4682034030,전라남도,해남군,송지면
4682034031,전라남도,해남군,송지면
4682034032,전라남도,해남군,송지면
4682034033,전라남도,해남군,송지면
4682034034,전라남도,해남군,송지면
4682035000,전라남도,해남군,북평면
4682035021,전라남도,해남군,북평면
4682035022,전라남도,해남군,북평면
4682035023,전라남도,해남군,북평면
