법정코드,시,구,동
1111010100,서울시,종로구,청운동
1111010200,서울시,종로구,신교동
1111010300,서울시,종로구,궁정동
1111010400,서울시,종로구,효자동
1111010500,서울시,종로구,창성동
1111010600,서울시,종로구,통의동
1111010700,서울시,종로구,적선동
1111010800,서울시,종로구,통인동
1111010900,서울시,종로구,누상동
1111011000,서울시,종로구,누하동
1111011100,서울시,종로구,옥인동
1111011200,서울시,종로구,체부동
1111011300,서울시,종로구,필운동
1111011400,서울시,종로구,내자동
1111011500,서울시,종로구,사직동
1111011600,서울시,종로구,도렴동
1111011700,서울시,종로구,당주동
1111011800,서울시,종로구,내수동
1111011900,서울시,종로구,세종로
1111012000,서울시,종로구,신문로1가
1111012100,서울시,종로구,신문로2가
1111012200,서울시,종로구,청진동
1111012300,서울시,종로구,서린동
1111012400,서울시,종로구,수송동
1111012500,서울시,종로구,중학동
1111012600,서울시,종로구,종로1가
1111012700,서울시,종로구,공평동
1111012800,서울시,종로구,관훈동
1111012900,서울시,종로구,견지동
1111013000,서울시,종로구,와룡동
1111013100,서울시,종로구,권농동
1111013200,서울시,종로구,운니동
1111013300,서울시,종로구,익선동
1111013400,서울시,종로구,경운동
1111013500,서울시,종로구,관철동
1111013600,서울시,종로구,인사동
1111013700,서울시,종로구,낙원동
1111013800,서울시,종로구,종로2가
1111013900,서울시,종로구,팔판동
1111014000,서울시,종로구,삼청동
1111014100,서울시,종로구,안국동
1111014200,서울시,종로구,소격동
1111014300,서울시,종로구,화동
1111014400,서울시,종로구,사간동
1111014500,서울시,종로구,송현동
1111014600,서울시,종로구,가회동
1111014700,서울시,종로구,재동
1111014800,서울시,종로구,계동
1111014900,서울시,종로구,원서동
1111015000,서울시,종로구,훈정동
1111015100,서울시,종로구,묘동
1111015200,서울시,종로구,봉익동
1111015300,서울시,종로구,돈의동
1111015400,서울시,종로구,장사동
1111015500,서울시,종로구,관수동
1111015600,서울시,종로구,종로3가
1111015700,서울시,종로구,인의동
1111015800,서울시,종로구,예지동
1111015900,서울시,종로구,원남동
1111016000,서울시,종로구,연지동
1111016100,서울시,종로구,종로4가
1111016200,서울시,종로구,효제동
1111016300,서울시,종로구,종로5가
1111016400,서울시,종로구,종로6가
1111016500,서울시,종로구,이화동
1111016600,서울시,종로구,연건동
1111016700,서울시,종로구,충신동
1111016800,서울시,종로구,동숭동
1111016900,서울시,종로구,혜화동
1111017000,서울시,종로구,명륜1가
1111017100,서울시,종로구,명륜2가
1111017200,서울시,종로구,명륜4가
1111017300,서울시,종로구,명륜3가
1111017400,서울시,종로구,창신동
1111017500,서울시,종로구,숭인동
1111017600,서울시,종로구,교남동
1111017700,서울시,종로구,평동
1111017800,서울시,종로구,송월동
1111017900,서울시,종로구,홍파동
1111018000,서울시,종로구,교북동
1111018100,서울시,종로구,행촌동
1111018200,서울시,종로구,구기동
1111018300,서울시,종로구,평창동
1111018400,서울시,종로구,부암동
1111018500,서울시,종로구,홍지동
1111018600,서울시,종로구,신영동
1111018700,서울시,종로구,무악동
1114010100,서울시,중구,무교동
1114010200,서울시,중구,다동
1114010300,서울시,중구,태평로1가
1114010400,서울시,중구,을지로1가
1114010500,서울시,중구,을지로2가
1114010600,서울시,중구,남대문로1가
1114010700,서울시,중구,삼각동
1114010800,서울시,중구,수하동
1114010900,서울시,중구,장교동
1114011000,서울시,중구,수표동
1114011100,서울시,중구,소공동
1114011200,서울시,중구,남창동
1114011300,서울시,중구,북창동
1114011400,서울시,중구,태평로2가
1114011500,서울시,중구,남대문로2가
1114011600,서울시,중구,남대문로3가
1114011700,서울시,중구,남대문로4가
1114011800,서울시,중구,남대문로5가
1114011900,서울시,중구,봉래동1가
1114012000,서울시,중구,봉래동2가
1114012100,서울시,중구,회현동1가
1114012200,서울시,중구,회현동2가
1114012300,서울시,중구,회현동3가
1114012400,서울시,중구,충무로1가
1114012500,서울시,중구,충무로2가
1114012600,서울시,중구,명동1가
1114012700,서울시,중구,명동2가
1114012800,서울시,중구,남산동1가
1114012900,서울시,중구,남산동2가
1114013000,서울시,중구,남산동3가
1114013100,서울시,중구,저동1가
1114013200,서울시,중구,충무로4가
1114013300,서울시,중구,충무로5가
1114013400,서울시,중구,인현동2가
1114013500,서울시,중구,예관동
1114013600,서울시,중구,묵정동
1114013700,서울시,중구,필동1가
1114013800,서울시,중구,필동2가
1114013900,서울시,중구,필동3가
1114014000,서울시,중구,남학동
1114014100,서울시,중구,주자동
1114014200,서울시,중구,예장동
1114014300,서울시,중구,장충동1가
1114014400,서울시,중구,장충동2가
1114014500,서울시,중구,광희동1가
1114014600,서울시,중구,광희동2가
1114014700,서울시,중구,쌍림동
1114014800,서울시,중구,을지로6가
1114014900,서울시,중구,을지로7가
1114015000,서울시,중구,을지로4가
1114015100,서울시,중구,을지로5가
1114015200,서울시,중구,주교동
1114015300,서울시,중구,방산동
1114015400,서울시,중구,오장동
1114015500,서울시,중구,을지로3가
1114015600,서울시,중구,입정동
1114015700,서울시,중구,산림동
1114015800,서울시,중구,충무로3가
1114015900,서울시,중구,초동
1114016000,서울시,중구,인현동1가
1114016100,서울시,중구,저동2가
1114016200,서울시,중구,신당동
1114016300,서울시,중구,흥인동
1114016400,서울시,중구,무학동
1114016500,서울시,중구,황학동
1114016600,서울시,중구,서소문동
1114016700,서울시,중구,정동
1114016800,서울시,중구,순화동
1114016900,서울시,중구,의주로1가
1114017000,서울시,중구,충정로1가
1114017100,서울시,중구,중림동
1114017200,서울시,중구,의주로2가
1114017300,서울시,중구,만리동1가
1114017400,서울시,중구,만리동2가
1117010100,서울시,용산구,후암동
1117010200,서울시,용산구,용산동2가
1117010300,서울시,용산구,용산동4가
1117010400,서울시,용산구,갈월동
1117010500,서울시,용산구,남영동
1117010600,서울시,용산구,용산동1가
1117010700,서울시,용산구,동자동
1117010800,서울시,용산구,서계동
1117010900,서울시,용산구,청파동1가
1117011000,서울시,용산구,청파동2가
1117011100,서울시,용산구,청파동3가
1117011200,서울시,용산구,원효로1가
1117011300,서울시,용산구,원효로2가
1117011400,서울시,용산구,신창동
1117011500,서울시,용산구,산천동
1117011600,서울시,용산구,청암동
1117011700,서울시,용산구,원효로3가
1117011800,서울시,용산구,원효로4가
1117011900,서울시,용산구,효창동
1117012000,서울시,용산구,도원동
1117012100,서울시,용산구,용문동
1117012200,서울시,용산구,문배동
1117012300,서울시,용산구,신계동
1117012400,서울시,용산구,한강로1가
1117012500,서울시,용산구,한강로2가
1117012600,서울시,용산구,용산동3가
1117012700,서울시,용산구,용산동5가
1117012800,서울시,용산구,한강로3가
1117012900,서울시,용산구,이촌동
1117013000,서울시,용산구,이태원동
1117013100,서울시,용산구,한남동
1117013200,서울시,용산구,동빙고동
1117013300,서울시,용산구,서빙고동
1117013400,서울시,용산구,주성동
1117013500,서울시,용산구,용산동6가
1117013600,서울시,용산구,보광동
1120010100,서울시,성동구,상왕십리동
1120010200,서울시,성동구,하왕십리동
1120010300,서울시,성동구,홍익동
1120010400,서울시,성동구,도선동
1120010500,서울시,성동구,마장동
1120010600,서울시,성동구,사근동
1120010700,서울시,성동구,행당동
1120010800,서울시,성동구,응봉동
1120010900,서울시,성동구,금호동1가
1120011000,서울시,성동구,금호동2가
1120011100,서울시,성동구,금호동3가
1120011200,서울시,성동구,금호동4가
1120011300,서울시,성동구,옥수동
1120011400,서울시,성동구,성수동1가
1120011500,서울시,성동구,성수동2가
1120011800,서울시,성동구,송정동
1120012200,서울시,성동구,용답동
1121510100,서울시,광진구,중곡동
1121510200,서울시,광진구,능동
1121510300,서울시,광진구,구의동
1121510400,서울시,광진구,광장동
1121510500,서울시,광진구,자양동
1121510700,서울시,광진구,화양동
1121510900,서울시,광진구,군자동
1123010100,서울시,동대문구,신설동
1123010200,서울시,동대문구,용두동
1123010300,서울시,동대문구,제기동
1123010400,서울시,동대문구,전농동
1123010500,서울시,동대문구,답십리동
1123010600,서울시,동대문구,장안동
1123010700,서울시,동대문구,청량리동
1123010800,서울시,동대문구,회기동
1123010900,서울시,동대문구,휘경동
1123011000,서울시,동대문구,이문동
1126010100,서울시,중랑구,면목동
1126010200,서울시,중랑구,상봉동
1126010300,서울시,중랑구,중화동
1126010400,서울시,중랑구,묵동
1126010500,서울시,중랑구,망우동
1126010600,서울시,중랑구,신내동
1129010100,서울시,성북구,성북동
1129010200,서울시,성북구,성북동1가
1129010300,서울시,성북구,돈암동
1129010400,서울시,성북구,동소문동1가
1129010500,서울시,성북구,동소문동2가
1129010600,서울시,성북구,동소문동3가
1129010700,서울시,성북구,동소문동4가
1129010800,서울시,성북구,동소문동5가
1129010900,서울시,성북구,동소문동6가
1129011000,서울시,성북구,동소문동7가
1129011100,서울시,성북구,삼선동1가
1129011200,서울시,성북구,삼선동2가
1129011300,서울시,성북구,삼선동3가
1129011400,서울시,성북구,삼선동4가
1129011500,서울시,성북구,삼선동5가
1129011600,서울시,성북구,동선동1가
1129011700,서울시,성북구,동선동2가
1129011800,서울시,성북구,동선동3가
1129011900,서울시,성북구,동선동4가
1129012000,서울시,성북구,동선동5가
1129012100,서울시,성북구,안암동1가
1129012200,서울시,성북구,안암동2가
1129012300,서울시,성북구,안암동3가
1129012400,서울시,성북구,안암동4가
1129012500,서울시,성북구,안암동5가
1129012600,서울시,성북구,보문동4가
1129012700,서울시,성북구,보문동5가
1129012800,서울시,성북구,보문동6가
1129012900,서울시,성북구,보문동7가
1129013000,서울시,성북구,보문동1가
1129013100,서울시,성북구,보문동2가
1129013200,서울시,성북구,보문동3가
1129013300,서울시,성북구,정릉동
1129013400,서울시,성북구,길음동
1129013500,서울시,성북구,종암동
1129013600,서울시,성북구,하월곡동
1129013700,서울시,성북구,상월곡동
1129013800,서울시,성북구,장위동
1129013900,서울시,성북구,석관동
1130510100,서울시,강북구,미아동
1130510200,서울시,강북구,번동
1130510300,서울시,강북구,수유동
1130510400,서울시,강북구,우이동
1132010500,서울시,도봉구,쌍문동
1132010600,서울시,도봉구,방학동
1132010700,서울시,도봉구,창동
1132010800,서울시,도봉구,도봉동
1135010200,서울시,노원구,월계동
1135010300,서울시,노원구,공릉동
1135010400,서울시,노원구,하계동
1135010500,서울시,노원구,상계동
1135010600,서울시,노원구,중계동
1138010100,서울시,은평구,수색동
1138010200,서울시,은평구,녹번동
1138010300,서울시,은평구,불광동
1138010400,서울시,은평구,갈현동
1138010500,서울시,은평구,구산동
1138010600,서울시,은평구,대조동
1138010700,서울시,은평구,응암동
1138010800,서울시,은평구,역촌동
1138010900,서울시,은평구,신사동
1138011000,서울시,은평구,증산동
1138011400,서울시,은평구,진관동
1141010100,서울시,서대문구,충정로2가
1141010200,서울시,서대문구,충정로3가
1141010300,서울시,서대문구,합동
1141010400,서울시,서대문구,미근동
1141010500,서울시,서대문구,냉천동
1141010600,서울시,서대문구,천연동
1141010700,서울시,서대문구,옥천동
1141010800,서울시,서대문구,영천동
1141010900,서울시,서대문구,현저동
1141011000,서울시,서대문구,북아현동
1141011100,서울시,서대문구,홍제동
1141011200,서울시,서대문구,대현동
1141011300,서울시,서대문구,대신동
1141011400,서울시,서대문구,신촌동
1141011500,서울시,서대문구,봉원동
1141011600,서울시,서대문구,창천동
1141011700,서울시,서대문구,연희동
1141011800,서울시,서대문구,홍은동
1141011900,서울시,서대문구,북가좌동
1141012000,서울시,서대문구,남가좌동
1144010100,서울시,마포구,아현동
1144010200,서울시,마포구,공덕동
1144010300,서울시,마포구,신공덕동
1144010400,서울시,마포구,도화동
1144010500,서울시,마포구,용강동
1144010600,서울시,마포구,토정동
1144010700,서울시,마포구,마포동
1144010800,서울시,마포구,대흥동
1144010900,서울시,마포구,염리동
1144011000,서울시,마포구,노고산동
1144011100,서울시,마포구,신수동
1144011200,서울시,마포구,현석동
1144011300,서울시,마포구,구수동
1144011400,서울시,마포구,창전동
1144011500,서울시,마포구,상수동
1144011600,서울시,마포구,하중동
1144011700,서울시,마포구,신정동
1144011800,서울시,마포구,당인동
1144012000,서울시,마포구,서교동
1144012100,서울시,마포구,동교동
1144012200,서울시,마포구,합정동
1144012300,서울시,마포구,망원동
1144012400,서울시,마포구,연남동
1144012500,서울시,마포구,성산동
1144012600,서울시,마포구,중동
1144012700,서울시,마포구,상암동
1147010100,서울시,양천구,신정동
1147010200,서울시,양천구,목동
1147010300,서울시,양천구,신월동
1150010100,서울시,강서구,염창동
1150010200,서울시,강서구,등촌동
1150010300,서울시,강서구,화곡동
1150010400,서울시,강서구,가양동
1150010500,서울시,강서구,마곡동
1150010600,서울시,강서구,내발산동
1150010700,서울시,강서구,외발산동
1150010800,서울시,강서구,공항동
1150010900,서울시,강서구,방화동
1150011000,서울시,강서구,개화동
1150011100,서울시,강서구,과해동
1150011200,서울시,강서구,오곡동
1150011300,서울시,강서구,오쇠동
1153010100,서울시,구로구,신도림동
1153010200,서울시,구로구,구로동
1153010300,서울시,구로구,가리봉동
1153010600,서울시,구로구,고척동
1153010700,서울시,구로구,개봉동
1153010800,서울시,구로구,오류동
1153010900,서울시,구로구,궁동
1153011000,서울시,구로구,온수동
1153011100,서울시,구로구,천왕동
1153011200,서울시,구로구,항동
1154510100,서울시,금천구,가산동
1154510200,서울시,금천구,독산동
1154510300,서울시,금천구,시흥동
1156010100,서울시,영등포구,영등포동
1156010200,서울시,영등포구,영등포동1가
1156010300,서울시,영등포구,영등포동2가
1156010400,서울시,영등포구,영등포동3가
1156010500,서울시,영등포구,영등포동4가
1156010600,서울시,영등포구,영등포동5가
1156010700,서울시,영등포구,영등포동6가
1156010800,서울시,영등포구,영등포동7가
1156010900,서울시,영등포구,영등포동8가
1156011000,서울시,영등포구,여의도동
1156011100,서울시,영등포구,당산동1가
1156011200,서울시,영등포구,당산동2가
1156011300,서울시,영등포구,당산동3가
1156011400,서울시,영등포구,당산동4가
1156011500,서울시,영등포구,당산동5가
1156011600,서울시,영등포구,당산동6가
1156011700,서울시,영등포구,당산동
1156011800,서울시,영등포구,도림동
1156011900,서울시,영등포구,문래동1가
1156012000,서울시,영등포구,문래동2가
1156012100,서울시,영등포구,문래동3가
1156012200,서울시,영등포구,문래동4가
1156012300,서울시,영등포구,문래동5가
1156012400,서울시,영등포구,문래동6가
1156012500,서울시,영등포구,양평동1가
1156012600,서울시,영등포구,양평동2가
1156012700,서울시,영등포구,양평동3가
1156012800,서울시,영등포구,양평동4가
1156012900,서울시,영등포구,양평동5가
1156013000,서울시,영등포구,양평동6가
1156013100,서울시,영등포구,양화동
1156013200,서울시,영등포구,신길동
1156013300,서울시,영등포구,대림동
1156013400,서울시,영등포구,양평동
1159010100,서울시,동작구,노량진동
1159010200,서울시,동작구,상도동
1159010300,서울시,동작구,상도1동
1159010400,서울시,동작구,본동
1159010500,서울시,동작구,흑석동
1159010600,서울시,동작구,동작동
1159010700,서울시,동작구,사당동
1159010800,서울시,동작구,대방동
1159010900,서울시,동작구,신대방동
1162010100,서울시,관악구,봉천동
1162010200,서울시,관악구,신림동
1162010300,서울시,관악구,남현동
1165010100,서울시,서초구,방배동
1165010200,서울시,서초구,양재동
1165010300,서울시,서초구,우면동
1165010400,서울시,서초구,원지동
1165010600,서울시,서초구,잠원동
1165010700,서울시,서초구,반포동
1165010800,서울시,서초구,서초동
1165010900,서울시,서초구,내곡동
1165011000,서울시,서초구,염곡동
1165011100,서울시,서초구,신원동
1168010100,서울시,강남구,역삼동
1168010300,서울시,강남구,개포동
1168010400,서울시,강남구,청담동
1168010500,서울시,강남구,삼성동
1168010600,서울시,강남구,대치동
1168010700,서울시,강남구,신사동
1168010800,서울시,강남구,논현동
1168011000,서울시,강남구,압구정동
1168011100,서울시,강남구,세곡동
1168011200,서울시,강남구,자곡동
1168011300,서울시,강남구,율현동
1168011400,서울시,강남구,일원동
1168011500,서울시,강남구,수서동
1168011800,서울시,강남구,도곡동
1171010100,서울시,송파구,잠실동
1171010200,서울시,송파구,신천동
1171010300,서울시,송파구,풍납동
1171010400,서울시,송파구,송파동
1171010500,서울시,송파구,석촌동
1171010600,서울시,송파구,삼전동
1171010700,서울시,송파구,가락동
1171010800,서울시,송파구,문정동
1171010900,서울시,송파구,장지동
1171011100,서울시,송파구,방이동
1171011200,서울시,송파구,오금동
1171011300,서울시,송파구,거여동
1171011400,서울시,송파구,마천동
1174010100,서울시,강동구,명일동
1174010200,서울시,강동구,고덕동
1174010300,서울시,강동구,상일동
1174010500,서울시,강동구,길동
1174010600,서울시,강동구,둔촌동
1174010700,서울시,강동구,암사동
1174010800,서울시,강동구,성내동
1174010900,서울시,강동구,천호동
1174011000,서울시,강동구,강일동
2611010100,부산시,중구,영주동
2611010200,부산시,중구,대창동1가
2611010300,부산시,중구,대창동2가
2611010400,부산시,중구,중앙동1가
2611010500,부산시,중구,중앙동2가
2611010600,부산시,중구,중앙동3가
2611010700,부산시,중구,중앙동4가
2611010800,부산시,중구,중앙동5가
2611010900,부산시,중구,중앙동6가
2611011000,부산시,중구,중앙동7가
2611011100,부산시,중구,동광동1가
2611011200,부산시,중구,동광동2가
2611011300,부산시,중구,동광동3가
2611011400,부산시,중구,동광동4가
2611011500,부산시,중구,동광동5가
2611011600,부산시,중구,대청동1가
2611011700,부산시,중구,대청동2가
2611011800,부산시,중구,대청동3가
2611011900,부산시,중구,대청동4가
2611012000,부산시,중구,보수동1가
2611012100,부산시,중구,보수동2가
2611012200,부산시,중구,보수동3가
2611012300,부산시,중구,부평동1가
2611012400,부산시,중구,부평동2가
2611012500,부산시,중구,부평동3가
2611012600,부산시,중구,부평동4가
2611012700,부산시,중구,신창동1가
2611012800,부산시,중구,신창동2가
2611012900,부산시,중구,신창동3가
2611013000,부산시,중구,신창동4가
2611013100,부산시,중구,창선동1가
2611013200,부산시,중구,창선동2가
2611013300,부산시,중구,광복동1가
2611013400,부산시,중구,광복동2가
2611013500,부산시,중구,광복동3가
2611013600,부산시,중구,남포동1가
2611013700,부산시,중구,남포동2가
2611013800,부산시,중구,남포동3가
2611013900,부산시,중구,남포동4가
2611014000,부산시,중구,남포동5가
2611014100,부산시,중구,남포동6가
2614010100,부산시,서구,동대신동1가
2614010200,부산시,서구,동대신동2가
2614010300,부산시,서구,동대신동3가
2614010400,부산시,서구,서대신동1가
2614010500,부산시,서구,서대신동2가
2614010600,부산시,서구,서대신동3가
2614010700,부산시,서구,부용동1가
2614010800,부산시,서구,부용동2가
2614010900,부산시,서구,부민동1가
2614011000,부산시,서구,부민동2가
2614011100,부산시,서구,부민동3가
2614011200,부산시,서구,토성동1가
2614011300,부산시,서구,토성동2가
2614011400,부산시,서구,토성동3가
2614011500,부산시,서구,아미동1가
2614011600,부산시,서구,아미동2가
2614011700,부산시,서구,토성동4가
2614011800,부산시,서구,토성동5가
2614011900,부산시,서구,초장동
2614012000,부산시,서구,충무동1가
2614012100,부산시,서구,충무동2가
2614012200,부산시,서구,충무동3가
2614012300,부산시,서구,남부민동
2614012400,부산시,서구,암남동
2617010100,부산시,동구,초량동
2617010200,부산시,동구,수정동
2617010300,부산시,동구,좌천동
2617010400,부산시,동구,범일동
2620010100,부산시,영도구,대교동1가
2620010200,부산시,영도구,대교동2가
2620010300,부산시,영도구,대평동1가
2620010400,부산시,영도구,대평동2가
2620010500,부산시,영도구,남항동1가
2620010600,부산시,영도구,남항동2가
2620010700,부산시,영도구,남항동3가
2620010800,부산시,영도구,영선동1가
2620010900,부산시,영도구,영선동2가
2620011000,부산시,영도구,영선동3가
2620011100,부산시,영도구,영선동4가
2620011200,부산시,영도구,신선동1가
2620011300,부산시,영도구,신선동2가
2620011400,부산시,영도구,신선동3가
2620011500,부산시,영도구,봉래동1가
2620011600,부산시,영도구,봉래동2가
2620011700,부산시,영도구,봉래동3가
2620011800,부산시,영도구,봉래동4가
2620011900,부산시,영도구,봉래동5가
2620012000,부산시,영도구,청학동
2620012100,부산시,영도구,동삼동
2623010100,부산시,부산진구,양정동
2623010200,부산시,부산진구,전포동
2623010300,부산시,부산진구,부전동
2623010400,부산시,부산진구,범천동
2623010500,부산시,부산진구,범전동
2623010600,부산시,부산진구,연지동
2623010700,부산시,부산진구,초읍동
2623010800,부산시,부산진구,부암동
2623010900,부산시,부산진구,당감동
2623011000,부산시,부산진구,가야동
2623011100,부산시,부산진구,개금동
2626010100,부산시,동래구,명장동
2626010200,부산시,동래구,안락동
2626010300,부산시,동래구,칠산동
2626010400,부산시,동래구,낙민동
2626010500,부산시,동래구,복천동
2626010600,부산시,동래구,수안동
2626010700,부산시,동래구,명륜동
2626010800,부산시,동래구,온천동
2626010900,부산시,동래구,사직동
2629010600,부산시,남구,대연동
2629010700,부산시,남구,용호동
2629010800,부산시,남구,용당동
2629010900,부산시,남구,문현동
2629011000,부산시,남구,우암동
2629011100,부산시,남구,감만동
2632010100,부산시,북구,금곡동
2632010200,부산시,북구,화명동
2632010300,부산시,북구,만덕동
2632010400,부산시,북구,덕천동
2632010500,부산시,북구,구포동
2635010100,부산시,해운대구,반송동
2635010200,부산시,해운대구,석대동
2635010300,부산시,해운대구,반여동
2635010400,부산시,해운대구,재송동
2635010500,부산시,해운대구,우동
2635010600,부산시,해운대구,중동
2635010700,부산시,해운대구,좌동
2635010800,부산시,해운대구,송정동
2638010100,부산시,사하구,괴정동
2638010200,부산시,사하구,당리동
2638010300,부산시,사하구,하단동
2638010400,부산시,사하구,신평동
2638010500,부산시,사하구,장림동
2638010600,부산시,사하구,다대동
2638010700,부산시,사하구,구평동
2638010800,부산시,사하구,감천동
2641010100,부산시,금정구,두구동
2641010200,부산시,금정구,노포동
2641010300,부산시,금정구,청룡동
2641010400,부산시,금정구,남산동
2641010500,부산시,금정구,선동
2641010600,부산시,금정구,오륜동
2641010700,부산시,금정구,구서동
2641010800,부산시,금정구,장전동
2641010900,부산시,금정구,부곡동
2641011000,부산시,금정구,서동
2641011100,부산시,금정구,금사동
2641011200,부산시,금정구,회동동
2641011300,부산시,금정구,금성동
2644010100,부산시,강서구,대저1동
2644010200,부산시,강서구,대저2동
2644010300,부산시,강서구,강동동
2644010400,부산시,강서구,명지동
2644010500,부산시,강서구,죽림동
2644010600,부산시,강서구,식만동
2644010700,부산시,강서구,죽동동
2644010800,부산시,강서구,봉림동
2644010900,부산시,강서구,송정동
2644011000,부산시,강서구,화전동
2644011100,부산시,강서구,녹산동
2644011200,부산시,강서구,생곡동
2644011300,부산시,강서구,구랑동
2644011400,부산시,강서구,지사동
2644011500,부산시,강서구,미음동
2644011600,부산시,강서구,범방동
2644011700,부산시,강서구,신호동
2644011800,부산시,강서구,동선동
2644011900,부산시,강서구,성북동
2644012000,부산시,강서구,눌차동
2644012100,부산시,강서구,천성동
2644012200,부산시,강서구,대항동
2647010100,부산시,연제구,거제동
2647010200,부산시,연제구,연산동
2650010100,부산시,수영구,망미동
2650010200,부산시,수영구,수영동
2650010300,부산시,수영구,민락동
2650010400,부산시,수영구,광안동
2650010500,부산시,수영구,남천동
2653010100,부산시,사상구,삼락동
2653010200,부산시,사상구,모라동
2653010300,부산시,사상구,덕포동
2653010400,부산시,사상구,괘법동
2653010500,부산시,사상구,감전동
2653010600,부산시,사상구,주례동
2653010700,부산시,사상구,학장동
2653010800,부산시,사상구,엄궁동
2671025000,부산시,기장군,기장읍
2671025021,부산시,기장군,기장읍
2671025022,부산시,기장군,기장읍
2671025023,부산시,기장군,기장읍
2671025024,부산시,기장군,기장읍
2671025025,부산시,기장군,기장읍
2671025026,부산시,기장군,기장읍
2671025027,부산시,기장군,기장읍
2671025028,부산시,기장군,기장읍
2671025029,부산시,기장군,기장읍
2671025030,부산시,기장군,기장읍
2671025031,부산시,기장군,기장읍
2671025032,부산시,기장군,기장읍
2671025033,부산시,기장군,기장읍
2671025034,부산시,기장군,기장읍
2671025300,부산시,기장군,장안읍
2671025321,부산시,기장군,장안읍
2671025322,부산시,기장군,장안읍
2671025323,부산시,기장군,장안읍
2671025324,부산시,기장군,장안읍
2671025325,부산시,기장군,장안읍
2671025326,부산시,기장군,장안읍
2671025327,부산시,기장군,장안읍
2671025328,부산시,기장군,장안읍
2671025329,부산시,기장군,장안읍
2671025330,부산시,기장군,장안읍
2671025331,부산시,기장군,장안읍
2671025332,부산시,기장군,장안읍
2671025333,부산시,기장군,장안읍
2671025334,부산시,기장군,장안읍
2671025600,부산시,기장군,정관읍
2671025621,부산시,기장군,정관읍
2671025622,부산시,기장군,정관읍
2671025623,부산시,기장군,정관읍
2671025624,부산시,기장군,정관읍
2671025625,부산시,기장군,정관읍
2671025626,부산시,기장군,정관읍
2671025627,부산시,기장군,정관읍
2671025628,부산시,기장군,정관읍
2671025629,부산시,기장군,정관읍
2671025630,부산시,기장군,정관읍
2671031000,부산시,기장군,일광면
2671031021,부산시,기장군,일광면
2671031022,부산시,기장군,일광면
2671031023,부산시,기장군,일광면
2671031024,부산시,기장군,일광면
2671031025,부산시,기장군,일광면
2671031026,부산시,기장군,일광면
2671031027,부산시,기장군,일광면
2671031028,부산시,기장군,일광면
2671031029,부산시,기장군,일광면
2671031030,부산시,기장군,일광면
2671031031,부산시,기장군,일광면
2671031032,부산시,기장군,일광면
2671031033,부산시,기장군,일광면
2671033000,부산시,기장군,철마면
2671033021,부산시,기장군,철마면
2671033022,부산시,기장군,철마면
2671033023,부산시,기장군,철마면
2671033024,부산시,기장군,철마면
2671033025,부산시,기장군,철마면
2671033026,부산시,기장군,철마면
2671033027,부산시,기장군,철마면
2671033028,부산시,기장군,철마면
2671033029,부산시,기장군,철마면
2671033030,부산시,기장군,철마면
2671033031,부산시,기장군,철마면
2711010100,대구시,중구,동인동1가
2711010200,대구시,중구,동인동2가
2711010300,대구시,중구,동인동3가
2711010400,대구시,중구,동인동4가
2711010500,대구시,중구,삼덕동1가
2711010600,대구시,중구,삼덕동2가
2711010700,대구시,중구,삼덕동3가
2711010800,대구시,중구,봉산동
2711010900,대구시,중구,장관동
2711011000,대구시,중구,상서동
2711011100,대구시,중구,수동
2711011200,대구시,중구,덕산동
2711011300,대구시,중구,종로1가
2711011400,대구시,중구,종로2가
2711011500,대구시,중구,사일동
2711011600,대구시,중구,동일동
2711011700,대구시,중구,남일동
2711011800,대구시,중구,전동
2711011900,대구시,중구,동성로3가
2711012000,대구시,중구,동문동
2711012100,대구시,중구,문화동
2711012200,대구시,중구,공평동
2711012300,대구시,중구,동성로2가
2711012400,대구시,중구,태평로1가
2711012500,대구시,중구,교동
2711012600,대구시,중구,용덕동
2711012700,대구시,중구,상덕동
2711012800,대구시,중구,완전동
2711012900,대구시,중구,도원동
2711013000,대구시,중구,수창동
2711013100,대구시,중구,태평로3가
2711013200,대구시,중구,인교동
2711013300,대구시,중구,서야동
2711013400,대구시,중구,서성로1가
2711013500,대구시,중구,시장북로
2711013600,대구시,중구,하서동
2711013700,대구시,중구,남성로
2711013800,대구시,중구,계산동1가
2711013900,대구시,중구,계산동2가
2711014000,대구시,중구,동산동
2711014100,대구시,중구,서문로2가
2711014200,대구시,중구,서성로2가
2711014300,대구시,중구,포정동
2711014400,대구시,중구,서문로1가
2711014500,대구시,중구,서내동
2711014600,대구시,중구,북성로2가
2711014700,대구시,중구,대안동
2711014800,대구시,중구,동성로1가
2711014900,대구시,중구,태평로2가
2711015000,대구시,중구,북성로1가
2711015100,대구시,중구,화전동
2711015200,대구시,중구,향촌동
2711015300,대구시,중구,북내동
2711015400,대구시,중구,대신동
2711015500,대구시,중구,달성동
2711015600,대구시,중구,남산동
2711015700,대구시,중구,대봉동
2714010100,대구시,동구,신암동
2714010200,대구시,동구,신천동
2714010300,대구시,동구,효목동
2714010400,대구시,동구,평광동
2714010500,대구시,동구,봉무동
2714010600,대구시,동구,불로동
2714010700,대구시,동구,도동
2714010800,대구시,동구,지저동
2714010900,대구시,동구,입석동
2714011000,대구시,동구,검사동
2714011100,대구시,동구,방촌동
2714011200,대구시,동구,둔산동
